Circuit Name: ;c432_lib_min_no_cost.v
Input (36): ;G1gat, G4gat, G8gat, G11gat, G14gat, G17gat, G21gat, G24gat, G27gat, G30gat, G34gat, G37gat, G40gat, G43gat, G47gat, G50gat, G53gat, G56gat, G60gat, G63gat, G66gat, G69gat, G73gat, G76gat, G79gat, G82gat, G86gat, G89gat, G92gat, G95gat, G99gat, G102gat, G105gat, G108gat, G112gat, G115gat
Output (7): ;G223gat, G329gat, G370gat, G421gat, G430gat, G431gat, G432gat
Circuit Signals (409): ;G1gat, G4gat, G8gat, G11gat, G14gat, G17gat, G21gat, G24gat, G27gat, G30gat, G34gat, G37gat, G40gat, G43gat, G47gat, G50gat, G53gat, G56gat, G60gat, G63gat, G66gat, G69gat, G73gat, G76gat, G79gat, G82gat, G86gat, G89gat, G92gat, G95gat, G99gat, G102gat, G105gat, G108gat, G112gat, G115gat, G223gat, G329gat, G370gat, G421gat, G430gat, G431gat, G432gat, new_n44_, new_n45_, new_n46_, new_n47_, new_n48_, new_n49_, new_n50_, new_n51_, new_n52_, new_n53_, new_n54_, new_n55_, new_n56_, new_n57_, new_n58_, new_n59_, new_n60_, new_n61_, new_n62_, new_n63_, new_n64_, new_n65_, new_n66_, new_n67_, new_n68_, new_n70_, new_n71_, new_n72_, new_n73_, new_n74_, new_n75_, new_n76_, new_n77_, new_n78_, new_n79_, new_n80_, new_n81_, new_n82_, new_n83_, new_n84_, new_n85_, new_n86_, new_n87_, new_n88_, new_n89_, new_n90_, new_n91_, new_n92_, new_n93_, new_n94_, new_n95_, new_n96_, new_n97_, new_n98_, new_n99_, new_n100_, new_n101_, new_n102_, new_n103_, new_n104_, new_n105_, new_n106_, new_n107_, new_n108_, new_n109_, new_n110_, new_n111_, new_n112_, new_n113_, new_n114_, new_n115_, new_n116_, new_n117_, new_n118_, new_n119_, new_n120_, new_n121_, new_n122_, new_n123_, new_n124_, new_n125_, new_n126_, new_n127_, new_n128_, new_n129_, new_n130_, new_n131_, new_n132_, new_n133_, new_n134_, new_n135_, new_n136_, new_n137_, new_n138_, new_n139_, new_n140_, new_n141_, new_n142_, new_n143_, new_n144_, new_n145_, new_n146_, new_n147_, new_n148_, new_n149_, new_n150_, new_n151_, new_n152_, new_n153_, new_n154_, new_n155_, new_n157_, new_n158_, new_n159_, new_n160_, new_n161_, new_n162_, new_n163_, new_n164_, new_n165_, new_n166_, new_n167_, new_n168_, new_n169_, new_n170_, new_n171_, new_n172_, new_n173_, new_n174_, new_n175_, new_n176_, new_n177_, new_n178_, new_n179_, new_n180_, new_n181_, new_n182_, new_n183_, new_n184_, new_n185_, new_n186_, new_n187_, new_n188_, new_n189_, new_n190_, new_n191_, new_n192_, new_n193_, new_n194_, new_n195_, new_n196_, new_n197_, new_n198_, new_n199_, new_n200_, new_n201_, new_n202_, new_n203_, new_n204_, new_n205_, new_n206_, new_n207_, new_n208_, new_n209_, new_n210_, new_n211_, new_n212_, new_n213_, new_n214_, new_n215_, new_n216_, new_n217_, new_n218_, new_n219_, new_n220_, new_n221_, new_n222_, new_n223_, new_n224_, new_n225_, new_n226_, new_n227_, new_n228_, new_n229_, new_n230_, new_n231_, new_n232_, new_n233_, new_n234_, new_n235_, new_n236_, new_n237_, new_n238_, new_n239_, new_n240_, new_n241_, new_n242_, new_n243_, new_n244_, new_n245_, new_n246_, new_n247_, new_n248_, new_n249_, new_n250_, new_n251_, new_n252_, new_n253_, new_n254_, new_n255_, new_n256_, new_n257_, new_n258_, new_n259_, new_n260_, new_n261_, new_n262_, new_n263_, new_n265_, new_n266_, new_n267_, new_n268_, new_n269_, new_n270_, new_n271_, new_n272_, new_n273_, new_n274_, new_n275_, new_n276_, new_n277_, new_n278_, new_n279_, new_n280_, new_n281_, new_n282_, new_n283_, new_n284_, new_n285_, new_n286_, new_n287_, new_n288_, new_n289_, new_n290_, new_n291_, new_n292_, new_n293_, new_n294_, new_n295_, new_n296_, new_n297_, new_n298_, new_n299_, new_n300_, new_n301_, new_n302_, new_n303_, new_n304_, new_n305_, new_n306_, new_n307_, new_n308_, new_n309_, new_n310_, new_n311_, new_n312_, new_n313_, new_n314_, new_n315_, new_n316_, new_n317_, new_n318_, new_n319_, new_n320_, new_n321_, new_n322_, new_n323_, new_n324_, new_n325_, new_n326_, new_n327_, new_n328_, new_n329_, new_n330_, new_n331_, new_n332_, new_n333_, new_n334_, new_n335_, new_n336_, new_n337_, new_n338_, new_n339_, new_n340_, new_n341_, new_n342_, new_n343_, new_n344_, new_n345_, new_n346_, new_n347_, new_n348_, new_n349_, new_n350_, new_n351_, new_n352_, new_n353_, new_n354_, new_n355_, new_n356_, new_n357_, new_n358_, new_n359_, new_n360_, new_n361_, new_n362_, new_n363_, new_n364_, new_n365_, new_n366_, new_n367_, new_n368_, new_n369_, new_n370_, new_n371_, new_n372_, new_n373_, new_n374_, new_n375_, new_n376_, new_n377_, new_n378_, new_n379_, new_n380_, new_n382_, new_n383_, new_n384_, new_n385_, new_n386_, new_n387_, new_n388_, new_n389_, new_n390_, new_n392_, new_n393_, new_n394_, new_n395_, new_n396_, new_n397_, new_n398_, new_n399_, new_n400_, new_n401_, new_n402_, new_n403_, new_n404_, new_n405_, new_n406_, new_n408_, new_n409_, new_n410_, new_n411_, new_n412_, new_n413_, new_n414_, new_n415_
Fault Signals (409): ;G1gat, G4gat, G8gat, G11gat, G14gat, G17gat, G21gat, G24gat, G27gat, G30gat, G34gat, G37gat, G40gat, G43gat, G47gat, G50gat, G53gat, G56gat, G60gat, G63gat, G66gat, G69gat, G73gat, G76gat, G79gat, G82gat, G86gat, G89gat, G92gat, G95gat, G99gat, G102gat, G105gat, G108gat, G112gat, G115gat, G223gat, G329gat, G370gat, G421gat, G430gat, G431gat, G432gat, new_n44_, new_n45_, new_n46_, new_n47_, new_n48_, new_n49_, new_n50_, new_n51_, new_n52_, new_n53_, new_n54_, new_n55_, new_n56_, new_n57_, new_n58_, new_n59_, new_n60_, new_n61_, new_n62_, new_n63_, new_n64_, new_n65_, new_n66_, new_n67_, new_n68_, new_n70_, new_n71_, new_n72_, new_n73_, new_n74_, new_n75_, new_n76_, new_n77_, new_n78_, new_n79_, new_n80_, new_n81_, new_n82_, new_n83_, new_n84_, new_n85_, new_n86_, new_n87_, new_n88_, new_n89_, new_n90_, new_n91_, new_n92_, new_n93_, new_n94_, new_n95_, new_n96_, new_n97_, new_n98_, new_n99_, new_n100_, new_n101_, new_n102_, new_n103_, new_n104_, new_n105_, new_n106_, new_n107_, new_n108_, new_n109_, new_n110_, new_n111_, new_n112_, new_n113_, new_n114_, new_n115_, new_n116_, new_n117_, new_n118_, new_n119_, new_n120_, new_n121_, new_n122_, new_n123_, new_n124_, new_n125_, new_n126_, new_n127_, new_n128_, new_n129_, new_n130_, new_n131_, new_n132_, new_n133_, new_n134_, new_n135_, new_n136_, new_n137_, new_n138_, new_n139_, new_n140_, new_n141_, new_n142_, new_n143_, new_n144_, new_n145_, new_n146_, new_n147_, new_n148_, new_n149_, new_n150_, new_n151_, new_n152_, new_n153_, new_n154_, new_n155_, new_n157_, new_n158_, new_n159_, new_n160_, new_n161_, new_n162_, new_n163_, new_n164_, new_n165_, new_n166_, new_n167_, new_n168_, new_n169_, new_n170_, new_n171_, new_n172_, new_n173_, new_n174_, new_n175_, new_n176_, new_n177_, new_n178_, new_n179_, new_n180_, new_n181_, new_n182_, new_n183_, new_n184_, new_n185_, new_n186_, new_n187_, new_n188_, new_n189_, new_n190_, new_n191_, new_n192_, new_n193_, new_n194_, new_n195_, new_n196_, new_n197_, new_n198_, new_n199_, new_n200_, new_n201_, new_n202_, new_n203_, new_n204_, new_n205_, new_n206_, new_n207_, new_n208_, new_n209_, new_n210_, new_n211_, new_n212_, new_n213_, new_n214_, new_n215_, new_n216_, new_n217_, new_n218_, new_n219_, new_n220_, new_n221_, new_n222_, new_n223_, new_n224_, new_n225_, new_n226_, new_n227_, new_n228_, new_n229_, new_n230_, new_n231_, new_n232_, new_n233_, new_n234_, new_n235_, new_n236_, new_n237_, new_n238_, new_n239_, new_n240_, new_n241_, new_n242_, new_n243_, new_n244_, new_n245_, new_n246_, new_n247_, new_n248_, new_n249_, new_n250_, new_n251_, new_n252_, new_n253_, new_n254_, new_n255_, new_n256_, new_n257_, new_n258_, new_n259_, new_n260_, new_n261_, new_n262_, new_n263_, new_n265_, new_n266_, new_n267_, new_n268_, new_n269_, new_n270_, new_n271_, new_n272_, new_n273_, new_n274_, new_n275_, new_n276_, new_n277_, new_n278_, new_n279_, new_n280_, new_n281_, new_n282_, new_n283_, new_n284_, new_n285_, new_n286_, new_n287_, new_n288_, new_n289_, new_n290_, new_n291_, new_n292_, new_n293_, new_n294_, new_n295_, new_n296_, new_n297_, new_n298_, new_n299_, new_n300_, new_n301_, new_n302_, new_n303_, new_n304_, new_n305_, new_n306_, new_n307_, new_n308_, new_n309_, new_n310_, new_n311_, new_n312_, new_n313_, new_n314_, new_n315_, new_n316_, new_n317_, new_n318_, new_n319_, new_n320_, new_n321_, new_n322_, new_n323_, new_n324_, new_n325_, new_n326_, new_n327_, new_n328_, new_n329_, new_n330_, new_n331_, new_n332_, new_n333_, new_n334_, new_n335_, new_n336_, new_n337_, new_n338_, new_n339_, new_n340_, new_n341_, new_n342_, new_n343_, new_n344_, new_n345_, new_n346_, new_n347_, new_n348_, new_n349_, new_n350_, new_n351_, new_n352_, new_n353_, new_n354_, new_n355_, new_n356_, new_n357_, new_n358_, new_n359_, new_n360_, new_n361_, new_n362_, new_n363_, new_n364_, new_n365_, new_n366_, new_n367_, new_n368_, new_n369_, new_n370_, new_n371_, new_n372_, new_n373_, new_n374_, new_n375_, new_n376_, new_n377_, new_n378_, new_n379_, new_n380_, new_n382_, new_n383_, new_n384_, new_n385_, new_n386_, new_n387_, new_n388_, new_n389_, new_n390_, new_n392_, new_n393_, new_n394_, new_n395_, new_n396_, new_n397_, new_n398_, new_n399_, new_n400_, new_n401_, new_n402_, new_n403_, new_n404_, new_n405_, new_n406_, new_n408_, new_n409_, new_n410_, new_n411_, new_n412_, new_n413_, new_n414_, new_n415_


Input Signals;Fault Signal;Fault Type;Fault-Free Circuit Output;Faulty Circuit Output;Unmasked Faults
'100110001101110000110111001001111000;[new_n307_];(0/1)new_n307_ ;'1101110;'1100110;39
'110110111100111011100000000010010110;[new_n232_];(1/0)new_n232_ ;'1011100;'1011100;
'100011011111110011001010001110110001;[new_n314_];(0/1)new_n314_ ;'1101111;'1100111;
'000010110011111001101011101110110011;[new_n138_];(1/0)new_n138_ ;'1001100;'1001100;
'111000101010100101110100011010011011;[new_n57_];(0/1)new_n57_ ;'1001010;'0100000;
'101010100101001100110011110100011110;[new_n276_];(1/0)new_n276_ ;'1111110;'1111110;
'001011011110111010001100110111101010;[new_n172_];(0/1)new_n172_ ;'1101111;'1110000;
'001110011001000100100101100001110111;[new_n325_];(0/1)new_n325_ ;'1101011;'1100000;
'111010001110100100001110111111000110;[new_n371_];(1/0)new_n371_ ;'1011000;'1011000;
'001001010011101101100101000000111000;[new_n255_];(0/1)new_n255_ ;'1111111;'1111111;
'111011110101000001101110101111000000;[G8gat];(1/0)G8gat ;'1011111;'1011111;
'110010000001110010100010000010101100;[new_n181_];(1/0)new_n181_ ;'1111000;'1111000;
'110110110000001001001010101000000000;[G17gat];(0/1)G17gat ;'1101100;'1101100;
'011100101101000010011111010000111001;[new_n233_];(0/1)new_n233_ ;'1111110;'1111110;
'100101111111010100010011100100100001;[new_n128_];(1/0)new_n128_ ;'0111101;'0111101;
'101110111011111110001101101001110000;[new_n302_];(1/0)new_n302_ ;'1101011;'1101011;
'110011000110111101101110101011000000;[new_n141_];(0/1)new_n141_ ;'1111111;'1111111;
'010001001001001011010111100101011100;[new_n284_];(0/1)new_n284_ ;'1110100;'1110100;
'110110101111001101110011110000011111;[new_n117_];(1/0)new_n117_ ;'1011110;'1011110;
'110011000011100001011100011111111000;[new_n268_];(0/1)new_n268_ ;'1111111;'1111111;
'101101110010111110111010101111110001;[new_n183_];(1/0)new_n183_ ;'1001101;'1001101;
'011100010001001010000000011110000100;[new_n279_];(0/1)new_n279_ ;'1111000;'1111000;
'111101111110010000100001110110001100;[new_n252_];(0/1)new_n252_ ;'1111101;'1111101;
'001110000100011111111011001010100101;[new_n112_];(1/0)new_n112_ ;'1111110;'1111110;
'110100011101011011011111101110110100;[new_n92_];(0/1)new_n92_ ;'1101100;'1101100;
'010111001001111001110110101010010100;[new_n56_];(0/1)new_n56_ ;'1100000;'1100000;
'001101100011010011000011110000011101;[new_n140_];(1/0)new_n140_ ;'1111100;'1111100;
'111100110100010100010010110100111100;[G50gat];(1/0)G50gat ;'1111101;'1111101;
'100010111100100000111100100011010011;[new_n358_];(1/0)new_n358_ ;'1111001;'1111001;
'001011111000100110100100100011011010;[new_n221_];(1/0)new_n221_ ;'1101011;'1101011;
'110110011011101101010100000010001110;[new_n64_];(1/0)new_n64_ ;'1011000;'1011000;
'110101100111100100001101101000010011;[G17gat];(1/0)G17gat ;'1101011;'1101011;
'000000010011110011011001100100110001;[new_n340_];(0/1)new_n340_ ;'1101100;'1101100;
'010000001111111100011100010001101100;[new_n218_];(0/1)new_n218_ ;'1110010;'1110010;
'101111001110110111111101000000011001;[new_n244_];(1/0)new_n244_ ;'1101101;'1101101;
'101110110000111110110100111000001010;[new_n261_];(1/0)new_n261_ ;'1011010;'1011010;
'110100011101111100111110101000100111;[new_n265_];(1/0)new_n265_ ;'1001000;'1001000;
'010100010100101000000100010000000101;[new_n120_];(0/1)new_n120_ ;'1110011;'1110011;
'101000101011010101110100000000000100;[new_n99_];(1/0)new_n99_ ;'1111000;'1111101;
'100000110010111010010101101101000011;[new_n352_];(0/1)new_n352_ ;'1001101;'1001101;
'001001000001110001001100110001010101;[G37gat];(1/0)G37gat ;'1111111;'1111111;
'101100000011101001001001001100010001;[new_n113_];(0/1)new_n113_ ;'1101100;'1101100;
'100001101110100010001100010011110011;[new_n250_];(0/1)new_n250_ ;'1111011;'1111011;
'101111111001001010101000101110101011;[new_n188_];(0/1)new_n188_ ;'0001111;'0001111;
'110110111001111111010000001111000011;[new_n259_];(1/0)new_n259_ ;'0111101;'0111101;
'001011100101100110110001100010111101;[new_n110_];(0/1)new_n110_ ;'1101110;'1101110;
'111011100010100001000110110100000001;[new_n360_];(0/1)new_n360_ ;'1111100;'1111100;
'101000001110001000101000100100111011;[new_n85_];(1/0)new_n85_ ;'1011110;'1011110;
'010010101011001111000011011010100100;[new_n51_];(0/1)new_n51_ ;'1111000;'1111000;
'110110101010111101101111100000010111;[new_n95_];(1/0)new_n95_ ;'1011101;'1010000;
'101000101111011010000101011101001011;[new_n67_];(1/0)new_n67_ ;'1111011;'1111011;
'111111101001101001001111101001101101;[new_n106_];(1/0)new_n106_ ;'1101100;'1101100;
'010000100110010001100110111111100010;[new_n253_];(0/1)new_n253_ ;'1110101;'1110101;
'100111000101001110001111110011111001;[G66gat];(1/0)G66gat ;'1111110;'1111110;
'100000110101001011011111100101111110;[new_n115_];(1/0)new_n115_ ;'1101100;'1101100;
'101011010010011000110101100000101100;[new_n300_];(0/1)new_n300_ ;'1111111;'1111111;
'011011001001110010001101110100001001;[new_n105_];(0/1)new_n105_ ;'1101111;'1101111;
'111000011001011011011010011001101000;[new_n73_];(0/1)new_n73_ ;'1101100;'1101100;
'100010111011011100111110000110011011;[new_n56_];(0/1)new_n56_ ;'0011101;'1011101;
'010110011010101100000110001110001000;[new_n234_];(1/0)new_n234_ ;'1100000;'1110000;
'011101001000111110110111010111001111;[new_n379_];(0/1)new_n379_ ;'1010000;'1010000;
'110111001010011011010101101000000010;[new_n111_];(1/0)new_n111_ ;'1111100;'1111100;
'111110100101011010110001000100001000;[new_n350_];(0/1)new_n350_ ;'1111110;'1111110;
'100100111011111100011111110110000011;[new_n216_];(1/0)new_n216_ ;'0101010;'0101010;
'111011101011011101000000110100000000;[new_n259_];(1/0)new_n259_ ;'1111010;'1111010;
'101011011001000011100101001101000101;[new_n278_];(1/0)new_n278_ ;'1111011;'1111011;
'011010010001101100000000110000110110;[new_n97_];(0/1)new_n97_ ;'1111010;'1111010;
'110111010101101000010110001110100100;[new_n333_];(0/1)new_n333_ ;'1111000;'1111000;
'101010011010110001110000011011001100;[new_n186_];(1/0)new_n186_ ;'1111101;'1111101;
'010101110110100011000010111111110010;[new_n247_];(0/1)new_n247_ ;'1110100;'1110100;
'111100101011110101111001111011001000;[new_n374_];(0/1)new_n374_ ;'1101001;'1100000;
'111100010101110101011110001000111001;[new_n274_];(0/1)new_n274_ ;'0111101;'0111101;
'001000101011001001000010101101010001;[new_n318_];(0/1)new_n318_ ;'1111100;'1111100;
'001000001010110101101101100111001110;[new_n50_];(0/1)new_n50_ ;'1111101;'1111101;
'100001111101110001000010011101000001;[new_n291_];(1/0)new_n291_ ;'1111100;'1111100;
'101101111100001101100000100000111001;[new_n300_];(1/0)new_n300_ ;'0111110;'0111110;
'011111101010101111001000000001110110;[new_n398_];(0/1)new_n398_ ;'1011001;'1011011;
'000010100010100100010111110010111000;[new_n305_];(0/1)new_n305_ ;'0101010;'0101010;
'001010001101001011111100111101011011;[new_n129_];(1/0)new_n129_ ;'1111110;'1111110;
'110100101010000101011010101110100101;[new_n147_];(0/1)new_n147_ ;'1101000;'1101000;
'010111111010001011110011011001101110;[new_n414_];(0/1)new_n414_ ;'1100000;'1100001;
'110011111101111100010010110010101100;[new_n160_];(0/1)new_n160_ ;'1111000;'1111000;
'110100001111101011011010011101110110;[new_n153_];(0/1)new_n153_ ;'1101100;'1011100;
'101011100100001100001001111000010111;[new_n86_];(0/1)new_n86_ ;'1111110;'1111110;
'100011110010101100100011010111100110;[new_n87_];(0/1)new_n87_ ;'1011111;'1011111;
'001110101001000000010101111010010110;[new_n220_];(1/0)new_n220_ ;'0101011;'0111011;
'011001100011001100110111111000001010;[new_n52_];(1/0)new_n52_ ;'1010111;'1010111;
'110000110001011101001110001001001010;[new_n231_];(0/1)new_n231_ ;'1101001;'1110000;
'110100101101011011011010100011011111;[new_n51_];(0/1)new_n51_ ;'1111110;'1111110;
'100110110100011010110100011010110001;[new_n318_];(0/1)new_n318_ ;'1001101;'1001101;
'110100000001110011011010110000000100;[new_n315_];(1/0)new_n315_ ;'1111010;'1110010;
'000110010011101000000100010100001111;[new_n271_];(0/1)new_n271_ ;'1111011;'1111011;
'100000010111101001110111001110101101;[new_n78_];(0/1)new_n78_ ;'1101000;'1101000;
'000010000001011000110101011001111100;[new_n155_];(1/0)new_n155_ ;'1001001;'1100000;
'110101001010100000101101110010000011;[new_n323_];(0/1)new_n323_ ;'1101011;'1101011;
'100011001011100111100110010101111111;[new_n242_];(0/1)new_n242_ ;'1111010;'1111010;
'101101101010101001100100110101110100;[new_n405_];(0/1)new_n405_ ;'1111010;'1111011;
'010011011110010001111101111001100101;[new_n115_];(1/0)new_n115_ ;'1111101;'1111101;
'101000101111101111011101010010011100;[new_n344_];(1/0)new_n344_ ;'1001110;'1001110;
'011100001111101101100101110000011010;[new_n272_];(0/1)new_n272_ ;'1101011;'1100000;
'000100001111001000011011010011110011;[G69gat];(0/1)G69gat ;'1011110;'1011110;
'010010010100111011110110010100101011;[new_n165_];(1/0)new_n165_ ;'1111010;'1111010;
'110111110000110111010110110101100101;[G30gat];(0/1)G30gat ;'1111010;'1111010;
'011110011001101110000110000011000001;[new_n258_];(0/1)new_n258_ ;'1111001;'1111001;
'000101110001110111110011000000101101;[new_n267_];(0/1)new_n267_ ;'1101000;'1101000;
'001100010100100000110011110000101011;[new_n278_];(0/1)new_n278_ ;'0111010;'0111010;
'111011100011110010110010000100110010;[new_n243_];(0/1)new_n243_ ;'1011111;'1011111;
'111110110010101000000100111011001001;[new_n378_];(0/1)new_n378_ ;'1101011;'1101011;
'101000111001001101010101110101111100;[new_n96_];(1/0)new_n96_ ;'0111100;'0100000;
'000001111100110110111100101010111111;[new_n194_];(1/0)new_n194_ ;'1101101;'1101101;
'100110010110111111111110111101010001;[new_n228_];(0/1)new_n228_ ;'1011010;'1011010;
'100100011100000000001011111100011110;[G4gat];(0/1)G4gat ;'0111110;'0110110;
'011101010111011000101000100000000001;[new_n127_];(0/1)new_n127_ ;'1010000;'1110000;
'011001001110111100010000001010101100;[new_n305_];(1/0)new_n305_ ;'1111000;'1111000;
'001100010010000011011010100011011010;[new_n396_];(0/1)new_n396_ ;'1101101;'1101101;
